vehicle,colour,passingDistance,street,helmet,kerb,bikelane,City,dateandtime,perceivedDistance
ordinary car,blue,2.114,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,1.90847976663776
HGV,red,0.998,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,1.25101694675821
LGV/minibus,blue,1.817,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,2.06412796283355
ordinary car,unknown,1.64,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,1.76910081046653
bus,other,1.544,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,1.90811776871804
ordinary car,silver/grey,1.509,regular urban street,0,0.5,0,Salisbury,11-May-2017 16:30:00,1.58809658219408
LGV/minibus,white,1.29,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.01068446210368
ordinary car,red,1.512,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.27355019110639
bus,red,1.049,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,0.955666827132291
PTW,unknown,1.932,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.56658193936147
LGV/minibus,white,1.145,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,0.853948875187142
SUV/pickup,white,1.41,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.39054230394624
ordinary car,blue,1.428,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.34402331736862
ordinary car,blue,1.494,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.56050453143167
ordinary car,blue,1.57,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.69785555316004
LGV/minibus,white,2.103,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,2.00812449992799
ordinary car,red,0.896,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,0.852059590723267
LGV/minibus,white,1.16,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,0.85355792884833
ordinary car,silver/grey,1.29,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,1.34093990739447
ordinary car,white,1.963,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,2.35786902547501
ordinary car,silver/grey,2.436,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,2.51044433761405
ordinary car,red,2.304,main road (regular),1,1,0,Salisbury,12-May-2017 07:46:00,2.5198158155399
ordinary car,black,1.482,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.39883041450968
LGV/minibus,white,1.492,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.32780775432519
ordinary car,blue,1.432,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.65165503159872
ordinary car,green,1.504,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.47550394456769
PTW,unknown,1.046,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,0.925180464933261
ordinary car,red,1.306,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.06528634194014
taxi,silver/grey,1.15,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.04965909118847
ordinary car,blue,1.43,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.77601947198503
LGV/minibus,white,1.569,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.84599271275267
ordinary car,silver/grey,1.796,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.93068528451004
ordinary car,black,1.51,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.74327179047057
LGV/minibus,white,1.493,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.28034477834948
ordinary car,blue,1.261,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.70598886188685
PTW,unknown,1.363,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.69552947984137
ordinary car,red,1.242,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,0.958249946226994
ordinary car,silver/grey,1.105,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.19574028448311
SUV/pickup,silver/grey,1.548,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.33458125747295
LGV/minibus,white,1.178,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.29726292381598
LGV/minibus,white,1.742,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.62996181687932
LGV/minibus,red,1.87,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,2.14000907132065
HGV,white,1.134,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,1.26216550777899
HGV,green,0.794,main road (regular),1,1,0,Salisbury,12-May-2017 07:52:00,0.76702332619057
HGV,other,1.016,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.949706313759914
LGV/minibus,blue,0.973,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.943391664851039
LGV/minibus,black,1.186,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.21086406989994
ordinary car,red,1.549,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.8524310402685
ordinary car,blue,1.172,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.911386245474052
ordinary car,red,1.307,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.65752423180592
ordinary car,white,1.469,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.27089479305491
ordinary car,black,1.651,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.89072284295773
LGV/minibus,white,0.916,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.834097569471316
ordinary car,blue,1.408,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.74225789897152
ordinary car,white,1.34,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.6236499698359
ordinary car,red,1.39,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.33461590093127
ordinary car,silver/grey,1.265,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.48159817117179
ordinary car,green,1.44,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.20304088366651
ordinary car,red,1.451,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.41962998072525
ordinary car,red,0.905,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.848122652184999
HGV,white,1.165,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.50627568589031
ordinary car,blue,1.118,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.958966096561269
ordinary car,silver/grey,1.463,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.44457012588048
ordinary car,blue,1.415,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.32816847190001
ordinary car,red,0.809,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,0.808586576948165
ordinary car,blue,1.335,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.14906255758661
ordinary car,blue,1.656,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.61156681415782
LGV/minibus,red,1.228,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.52278970876852
SUV/pickup,black,1.741,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.50321176483103
ordinary car,blue,1.488,main road (regular),1,1,0,Salisbury,12-May-2017 08:02:00,1.57282544983456
ordinary car,blue,1.465,main road (regular),1,1,0,Salisbury,12-May-2017 08:14:00,1.4492868823169
ordinary car,blue,1.611,main road (regular),1,1,0,Salisbury,12-May-2017 08:14:00,1.42208842270836
SUV/pickup,black,1.716,main road (regular),1,1,0,Salisbury,12-May-2017 08:14:00,2.07205620959352
ordinary car,blue,1.951,main road (regular),1,1,0,Salisbury,12-May-2017 08:14:00,1.83954750726893
ordinary car,red,1.382,main road (regular),1,1,0,Salisbury,12-May-2017 08:14:00,1.03638389605218
LGV/minibus,white,0.914,one-way (two lanes),1,1,0,Salisbury,12-May-2017 08:14:00,0.814480351612394
ordinary car,red,0.943,one-way (two lanes),1,1,0,Salisbury,12-May-2017 08:14:00,0.965171962343631
ordinary car,red,2.115,one-way (two lanes),1,1,0,Salisbury,12-May-2017 08:14:00,2.28443734032847
taxi,black,1.564,one-way (two lanes),1,1,0,Salisbury,12-May-2017 08:14:00,1.12768454105176
LGV/minibus,silver/grey,1.33,regular urban street,1,1,0,Salisbury,12-May-2017 08:14:00,0.927421846295174
ordinary car,white,1.469,regular urban street,1,1,0,Salisbury,12-May-2017 08:14:00,1.44678602786122
PTW,other,1.819,regular urban street,1,1,0,Salisbury,12-May-2017 08:14:00,1.46442757395213
LGV/minibus,white,1.343,regular urban street,1,1,0,Salisbury,12-May-2017 08:14:00,1.07049838867127
LGV/minibus,blue,1.292,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.46140144966993
ordinary car,blue,1.818,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.70514597165946
ordinary car,silver/grey,1.58,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.29263463751685
ordinary car,black,1.688,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.78130327200495
LGV/minibus,white,1.289,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.19738116281165
LGV/minibus,blue,1.479,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,1.81050399835394
HGV,white,1.105,regular urban street,0,1,0,Salisbury,12-May-2017 08:27:00,0.901211578254807
LGV/minibus,white,2.073,regular residential street,0,1,0,Salisbury,12-May-2017 08:27:00,1.91847807467911
LGV/minibus,white,1.408,regular residential street,0,1,0,Salisbury,12-May-2017 08:27:00,1.4380363405067
LGV/minibus,white,1.504,regular residential street,0,1,0,Salisbury,12-May-2017 08:27:00,1.11980015711291
ordinary car,blue,1.163,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.14433415973987
ordinary car,blue,1.023,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,0.969788740595013
ordinary car,silver/grey,1.166,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,0.830618016363735
LGV/minibus,white,1.125,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.14736968341026
ordinary car,blue,0.912,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,0.825391294395716
ordinary car,silver/grey,1.319,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.71395977283232
ordinary car,blue,1.157,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.32770577567499
ordinary car,green,1.913,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,2.24798458290247
ordinary car,green,1.428,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.44019979694906
HGV,other,1.354,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,0.978947840951746
HGV,green,1.382,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.4085649329325
ordinary car,red,1.23,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.41386511289661
ordinary car,blue,1.863,main road (regular),0,1,0,Salisbury,12-May-2017 08:27:00,1.77039457313681
ordinary car,blue,1.613,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.84728400451327
LGV/minibus,white,1.393,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.45135222815765
ordinary car,blue,1.363,one-way (one lane),0,1,0,Salisbury,12-May-2017 09:16:00,1.04661856535448
LGV/minibus,red,1.513,one-way (one lane),0,1,0,Salisbury,12-May-2017 09:16:00,1.29267425678652
HGV,blue,1.595,one-way (two lanes),0,1,0,Salisbury,12-May-2017 09:16:00,1.24363282570472
ordinary car,red,1.979,one-way (two lanes),0,1,0,Salisbury,12-May-2017 09:16:00,2.15995421077006
ordinary car,blue,1.815,one-way (two lanes),0,1,0,Salisbury,12-May-2017 09:16:00,1.69925614995701
ordinary car,black,1.583,one-way (two lanes),0,1,0,Salisbury,12-May-2017 09:16:00,1.88794525044222
LGV/minibus,silver/grey,1.029,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,0.756051643958713
ordinary car,silver/grey,1.355,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.22428355789935
taxi,red,1.267,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.03359439180678
ordinary car,red,1.218,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,0.892725837524739
ordinary car,black,1.738,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.90599129178922
LGV/minibus,red,1.146,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.37350220934891
ordinary car,silver/grey,1.556,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,2.01125380638504
ordinary car,white,1.2,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.25886364184284
ordinary car,blue,1.369,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.66459766724612
LGV/minibus,blue,1.821,regular urban street,0,1,0,Salisbury,12-May-2017 09:16:00,1.59644017954849
LGV/minibus,silver/grey,0.914,regular residential street,0,1,0,Salisbury,12-May-2017 09:32:00,0.829120930139736
ordinary car,silver/grey,1.529,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.27204722257391
PTW,blue,2.397,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,2.29506978580868
ordinary car,silver/grey,1.617,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.42717372432231
ordinary car,blue,1.229,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.41027730081483
ordinary car,silver/grey,1.365,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.51332530191057
HGV,other,1.395,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.39479247720365
LGV/minibus,white,1.535,regular residential street,0,1,0,Salisbury,12-May-2017 09:32:00,1.07260048136146
ordinary car,silver/grey,1.62,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.67687876887621
ordinary car,blue,2.195,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,2.5466316338193
SUV/pickup,silver/grey,1.352,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.29635826158155
ordinary car,silver/grey,1.081,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,0.999846020743322
ordinary car,other,1.552,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.96246306105148
ordinary car,blue,2.108,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,2.07678253356931
SUV/pickup,black,1.968,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,2.27040845174383
LGV/minibus,blue,1.604,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.75713641620143
ordinary car,silver/grey,1.574,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,2.04497932942197
ordinary car,green,1.483,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.50350480789579
ordinary car,white,1.455,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.60191204973278
ordinary car,silver/grey,1.522,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.43734142871448
ordinary car,red,1.495,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.38490589619947
ordinary car,red,1.341,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.14035643771234
ordinary car,blue,1.46,main road (regular),0,1,0,Salisbury,12-May-2017 09:32:00,1.70692480507014
ordinary car,silver/grey,1.012,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,0.9552138254214
LGV/minibus,white,1.184,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.40623132178134
ordinary car,silver/grey,1.1,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,0.77127494471205
ordinary car,white,1.397,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.48934391346855
ordinary car,blue,1.554,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.79633051779077
ordinary car,silver/grey,1.484,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.71927469921957
ordinary car,black,1.603,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.49893565530457
ordinary car,blue,1.308,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,0.944189005828365
SUV/pickup,blue,1.586,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.3287724815578
LGV/minibus,black,1.623,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.68792212508594
HGV,red,1.324,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.2474026127684
LGV/minibus,blue,1.425,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.37762969585709
ordinary car,silver/grey,1.188,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.08981716257598
ordinary car,silver/grey,1.455,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.58929605028242
LGV/minibus,white,2.032,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,2.05979830310904
ordinary car,blue,1.66,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.77594485548006
ordinary car,blue,1.305,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.28013204034445
ordinary car,black,1.333,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.11374767883094
LGV/minibus,white,1.212,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.46651905620602
ordinary car,blue,1.143,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.01185318679464
LGV/minibus,blue,1.196,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.24329542310061
LGV/minibus,white,1.459,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.19279880713253
SUV/pickup,black,1.728,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,2.09276970516403
ordinary car,silver/grey,1.633,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,2.00308834915443
LGV/minibus,blue,1.207,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,0.968144692339405
ordinary car,silver/grey,1.648,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.60522443134263
ordinary car,blue,1.769,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.36398454585928
taxi,red,2.011,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.84416331835658
ordinary car,silver/grey,2.311,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,2.24370713424877
ordinary car,blue,1.315,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.27883652074536
ordinary car,black,1.658,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.29679122244687
SUV/pickup,silver/grey,2.046,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.86254830589674
ordinary car,blue,1.701,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.4306074861906
ordinary car,blue,1.533,main road (regular),1,1,0,Salisbury,12-May-2017 09:44:00,1.22592572838856
ordinary car,blue,2.124,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,2.23221972110752
SUV/pickup,blue,1.584,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.34015520715562
ordinary car,silver/grey,1.094,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.00466927060676
ordinary car,blue,1.997,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.73462198581908
LGV/minibus,white,1.454,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.41249666423984
ordinary car,green,2.234,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,2.2781259896729
LGV/minibus,red,1.662,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.48117550123212
ordinary car,other,2.31,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.98112361649932
ordinary car,red,1.53,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.73154624438452
ordinary car,blue,1.629,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.41804918306513
LGV/minibus,blue,1.625,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.58131918544736
ordinary car,silver/grey,1.632,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.73726703806802
taxi,silver/grey,1.328,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,1.54061885552083
ordinary car,silver/grey,1.932,main road (regular),1,1,0,Salisbury,12-May-2017 09:52:00,2.35266797635844
ordinary car,blue,1.283,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.31344541752779
ordinary car,green,1.098,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.36284043686761
ordinary car,silver/grey,1.192,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.35429970443616
ordinary car,black,1.253,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.6393546673518
SUV/pickup,other,1.112,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.17094939958509
ordinary car,red,1.303,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.27064383346617
LGV/minibus,blue,1.185,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.17862485679077
HGV,red,1.41,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.20446777955999
SUV/pickup,blue,1.829,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.91973073689176
ordinary car,silver/grey,1.952,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.61938811447357
ordinary car,green,1.406,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.55415431277849
LGV/minibus,white,1.373,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.26104440338607
ordinary car,red,1.398,main road (regular),1,1,0,Salisbury,18-May-2017 14:02:00,1.50822236988967
ordinary car,blue,1.92,main road (regular),1,1,1,Salisbury,18-May-2017 14:02:00,2.20069276082086
ordinary car,blue,2.164,main road (regular),1,1,1,Salisbury,18-May-2017 14:02:00,2.31668386075749
ordinary car,blue,1.779,main road (regular),1,1,1,Salisbury,18-May-2017 14:02:00,2.00074797540655
SUV/pickup,blue,1.666,main road (regular),1,1,1,Salisbury,18-May-2017 14:02:00,1.70776017438084
SUV/pickup,silver/grey,2.114,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.74584445407487
ordinary car,silver/grey,1.331,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.51026403308507
ordinary car,blue,1.459,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.66477853023279
ordinary car,silver/grey,1.571,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.75060217232276
ordinary car,blue,1.973,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.6032955124482
ordinary car,blue,1.765,regular residential street,1,1,0,Salisbury,18-May-2017 14:02:00,1.64654757188339
ordinary car,red,1.609,rural,1,1,0,Salisbury,18-May-2017 14:02:00,1.40234097651325
SUV/pickup,silver/grey,1.423,rural,1,1,0,Salisbury,18-May-2017 14:02:00,1.40037645060558
ordinary car,silver/grey,1.338,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.73489185117681
LGV/minibus,white,1.905,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.24846086055229
ordinary car,green,2.073,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.14694976021753
ordinary car,blue,1.465,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.42296525059088
LGV/minibus,white,1.465,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.84362254449782
ordinary car,blue,1.565,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.26663109168912
ordinary car,black,1.456,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.17731637155282
ordinary car,blue,1.72,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.48492072752132
ordinary car,silver/grey,1.353,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.51974050237973
ordinary car,silver/grey,1.462,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.12068869614916
LGV/minibus,white,1.506,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.22242245408
ordinary car,blue,1.251,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.3222407320661
ordinary car,black,1.428,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.14411650019883
ordinary car,blue,2.305,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.38751341477733
LGV/minibus,white,1.435,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.79657572745541
ordinary car,silver/grey,1.765,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.79159704498962
ordinary car,blue,1.921,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.60404404128124
taxi,black,2.026,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.92399287363718
taxi,black,1.751,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.02193900738096
LGV/minibus,white,2.084,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.50377565650173
ordinary car,white,2.389,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,2.06047484849674
SUV/pickup,black,1.593,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.48119684806648
ordinary car,silver/grey,1.786,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.82018525024528
ordinary car,silver/grey,1.234,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,0.906066446774664
ordinary car,red,1.6,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.65096644168262
ordinary car,red,1.334,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.2581145443521
ordinary car,silver/grey,1.223,main road (regular),1,1,0,Salisbury,18-May-2017 14:25:00,1.22332642579081
ordinary car,red,1.619,main road (regular),1,1,1,Salisbury,18-May-2017 14:25:00,1.93807887269017
ordinary car,blue,1.416,regular residential street,1,1,0,Salisbury,18-May-2017 14:25:00,1.46411899376482
ordinary car,blue,1.152,regular residential street,1,1,0,Salisbury,18-May-2017 14:25:00,1.32018094703399
LGV/minibus,silver/grey,1.591,regular residential street,1,1,0,Salisbury,18-May-2017 14:25:00,1.62889947251475
SUV/pickup,silver/grey,1.981,regular residential street,1,1,0,Salisbury,18-May-2017 14:25:00,2.21308581667563
taxi,blue,1.355,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,1.6770746577553
ordinary car,blue,0.702,regular urban street,1,1,1,Salisbury,18-May-2017 14:25:00,0.599033399316889
ordinary car,green,1.415,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,1.54482114569365
ordinary car,blue,1.819,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,2.06313156350812
ordinary car,red,1.424,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,1.15434419540652
LGV/minibus,white,2.32,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,2.06444678132108
ordinary car,silver/grey,1.451,regular urban street,1,1,0,Salisbury,18-May-2017 14:25:00,1.54131994178149
ordinary car,green,1.158,regular urban street,1,1,0,Salisbury,18-May-2017 14:37:00,1.1697727162015
taxi,blue,1.049,regular urban street,1,1,0,Salisbury,18-May-2017 14:37:00,1.23038329507166
ordinary car,silver/grey,1.762,regular urban street,1,1,0,Salisbury,18-May-2017 14:37:00,1.46291453680545
ordinary car,silver/grey,1.402,regular urban street,1,1,0,Salisbury,18-May-2017 14:37:00,1.22268224521371
ordinary car,blue,1.422,regular urban street,1,1,0,Salisbury,18-May-2017 14:37:00,1.36133839203139
ordinary car,black,1.542,main road (regular),1,1,0,Salisbury,18-May-2017 14:37:00,1.50128996587133
