vehicle,colour,passingDistance,street,helmet,kerb,bikelane,City,dateandtime,perceivedDistance
PTW,unknown,1.47,regular urban street,0,0.25,0,Salisbury,25-May-2017 11:25:00,1.40782562809708
LGV/minibus,white,1.544,regular urban street,0,0.25,0,Salisbury,25-May-2017 11:25:00,1.82402643882411
SUV/pickup,blue,2.075,regular residential street,0,0.25,0,Salisbury,25-May-2017 11:44:00,2.16100883356053
ordinary car,silver/grey,2.289,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.60700035263642
ordinary car,blue,2.661,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.33587617257103
ordinary car,red,1.544,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.17455938888274
ordinary car,blue,2.023,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.90802704672745
ordinary car,green,2.024,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.28509527246858
SUV/pickup,red,1.998,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.30601912815355
ordinary car,silver/grey,1.471,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.71783372557202
ordinary car,silver/grey,2.331,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.42720839492203
ordinary car,red,2.498,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.80015085517578
SUV/pickup,black,2.068,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.07536182036269
ordinary car,blue,1.893,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.60508268035478
HGV,white,1.318,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.22242671755458
ordinary car,silver/grey,1.742,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.01233314490466
ordinary car,red,1.574,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.71534627037526
ordinary car,silver/grey,1.874,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.17789821958792
LGV/minibus,white,1.486,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.20762994450097
HGV,white,2.058,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.22618485712186
ordinary car,green,2.043,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.904170795801
ordinary car,blue,1.746,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.53153250182231
ordinary car,silver/grey,1.537,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.44732661617462
ordinary car,silver/grey,1.23,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,0.788826828395375
LGV/minibus,white,1.339,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.21479463985536
ordinary car,silver/grey,1.374,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.08604378033072
ordinary car,green,1.801,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.40636362506447
ordinary car,silver/grey,1.563,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.4612774935481
ordinary car,silver/grey,1.792,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.09851736081413
ordinary car,red,2.211,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.83950334620834
ordinary car,silver/grey,1.85,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.09596512424998
LGV/minibus,white,1.794,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.67905618564931
ordinary car,green,1.31,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.14105887396199
HGV,white,2.092,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.93935913593392
LGV/minibus,white,2.395,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.53689575799475
ordinary car,black,1.859,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.53170287010655
ordinary car,silver/grey,1.874,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.80908152270843
ordinary car,blue,2.086,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.93653664731723
ordinary car,blue,2.047,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.32079012253502
ordinary car,black,1.986,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.60045105916259
ordinary car,silver/grey,1.412,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.75682919322104
ordinary car,red,1.635,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.54638307988795
LGV/minibus,silver/grey,1.254,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.46609409389541
LGV/minibus,white,1.915,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.90129929685498
ordinary car,black,2.132,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.83243498555833
LGV/minibus,white,1.479,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.08903854232797
ordinary car,black,1.823,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.07629548973224
ordinary car,white,1.487,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.38704911479286
ordinary car,silver/grey,1.789,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.10138662491084
HGV,white,1.739,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.67820637848697
ordinary car,silver/grey,1.482,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.38298598144677
ordinary car,blue,1.823,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.06833721735053
ordinary car,blue,1.892,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.86774636456716
LGV/minibus,white,2.338,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.20194824612996
LGV/minibus,white,1.388,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.16898145818777
SUV/pickup,green,2.03,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.30701437041148
ordinary car,silver/grey,1.613,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.60991843775656
ordinary car,silver/grey,2.277,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.91395546353872
ordinary car,black,1.841,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.16143051974466
ordinary car,black,1.581,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.5036563327334
ordinary car,silver/grey,1.781,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,1.53690325282952
ordinary car,black,1.958,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:44:00,2.09053450297331
LGV/minibus,white,1.736,regular residential street,0,0.25,0,Salisbury,25-May-2017 11:55:00,1.62015565480505
LGV/minibus,white,1.464,regular residential street,0,0.25,0,Salisbury,25-May-2017 11:55:00,1.14693670885885
LGV/minibus,white,1.685,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.45606136987403
HGV,white,2.04,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,2.03032596470004
ordinary car,blue,1.613,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.48284614233332
ordinary car,blue,1.299,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,0.939665217022832
HGV,white,2.11,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,2.40253053245157
ordinary car,silver/grey,2.333,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,2.29016318083131
ordinary car,blue,1.752,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.50635579849846
ordinary car,silver/grey,1.389,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.78557699732581
LGV/minibus,red,2.227,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,2.16774051034763
bus,red,1.384,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.16646191041336
ordinary car,silver/grey,1.839,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.94806198804323
ordinary car,blue,2.859,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,2.61583891770746
ordinary car,white,1.861,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.69778104345076
ordinary car,black,1.319,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.11592560143345
taxi,black,1.482,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.5145328197529
LGV/minibus,red,1.345,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,1.65639535992668
ordinary car,silver/grey,1.024,main road (regular),0,0.25,0,Salisbury,25-May-2017 11:55:00,0.965419759339937
SUV/pickup,green,1.077,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,0.730668390099149
ordinary car,blue,1.118,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.20831576387594
ordinary car,blue,1.587,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.7124923402505
bus,red,1.45,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.13281030504361
ordinary car,other,1.588,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.39413921046231
HGV,red,2.109,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.37847689893871
HGV,white,1.202,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.18619621905871
ordinary car,blue,1.899,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.89595841122188
LGV/minibus,white,1.575,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.45766993832321
ordinary car,blue,1.576,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.52596349228324
ordinary car,red,2.011,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.22599865601626
ordinary car,silver/grey,1.569,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.51633130184668
ordinary car,blue,1.658,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.35359210567828
ordinary car,silver/grey,3.215,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,3.34599305209607
ordinary car,silver/grey,1.835,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.12170783162787
ordinary car,blue,1.322,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.07523742785682
ordinary car,blue,1.6,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.45399015068294
ordinary car,red,1.765,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.8856467181426
ordinary car,blue,1.562,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.70683043807578
ordinary car,silver/grey,2.164,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.81196226638759
ordinary car,black,1.464,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.61472711365733
ordinary car,black,2.116,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.83012931829861
ordinary car,red,2.097,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.9262794480724
ordinary car,black,2.52,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.13835261036636
ordinary car,silver/grey,1.861,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.99895293611615
ordinary car,blue,2.639,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.30912490439759
ordinary car,black,1.484,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.64514822773653
ordinary car,red,1.564,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.66197632287479
ordinary car,red,1.827,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.08576521119987
ordinary car,silver/grey,1.633,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.53529651175554
ordinary car,green,1.875,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.18070476395757
ordinary car,blue,1.56,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.29961811835827
ordinary car,red,1.377,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,0.979851727848856
ordinary car,silver/grey,1.635,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.93896020961267
ordinary car,silver/grey,1.584,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.53002353036284
taxi,black,1.304,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,0.901826772189628
ordinary car,black,0.941,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.40068010130496
ordinary car,silver/grey,1.405,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.21362687831611
ordinary car,red,2.079,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,1.76936908730347
ordinary car,red,1.986,main road (regular),0,0.25,0,Salisbury,25-May-2017 12:10:00,2.29722075972415
ordinary car,blue,1.365,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.20244366765627
ordinary car,red,1.61,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.37310917371636
ordinary car,silver/grey,1.912,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,2.21147817603658
ordinary car,blue,1.606,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.49451392261996
ordinary car,black,1.848,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.92590738308245
ordinary car,blue,1.591,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.52823565454598
ordinary car,other,2.049,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.60113570783008
ordinary car,silver/grey,2.067,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.7141775085305
SUV/pickup,blue,2.264,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,2.59286707434994
ordinary car,other,2.124,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,2.13148207305438
ordinary car,red,1.827,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.9606221901062
LGV/minibus,white,1.831,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,2.12455010304332
SUV/pickup,black,1.524,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.21805653745795
ordinary car,red,1.33,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.05923565626088
ordinary car,blue,1.372,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.36846923050384
LGV/minibus,red,2.178,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,2.18095599460935
LGV/minibus,white,1.745,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.99641362719178
ordinary car,black,1.178,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.00382798211897
ordinary car,blue,1.5,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.41393016063877
ordinary car,blue,1.55,main road (regular),1,0.25,0,Salisbury,25-May-2017 12:26:00,1.26851741196402
ordinary car,silver/grey,1.609,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.3380861958925
taxi,white,1.498,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.74002373566813
ordinary car,red,1.815,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.96616040857141
ordinary car,blue,1.9,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.96313102464662
ordinary car,black,1.988,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.50377467938385
ordinary car,silver/grey,1.525,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.36728032369252
LGV/minibus,white,1.714,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.25677453068269
LGV/minibus,white,1.154,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.3354447550142
ordinary car,blue,2.382,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,2.14540792012379
ordinary car,black,2.984,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,2.97318280246464
ordinary car,black,2.381,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,2.47020997765191
LGV/minibus,silver/grey,1.51,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.08896293056677
ordinary car,red,1.299,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.5092349223802
ordinary car,blue,1.547,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.07191894454893
ordinary car,red,1.7,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.91791748904536
taxi,black,1.141,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.19120180487606
bus,white,1.071,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,1.2812932477274
ordinary car,silver/grey,1.038,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,0.984427324401896
ordinary car,red,1.904,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,2.07831099724662
ordinary car,red,1.221,regular urban street,1,0.25,0,Salisbury,25-May-2017 12:26:00,0.871241322284679
ordinary car,red,1.439,regular urban street,1,1,0,Salisbury,25-May-2017 12:41:00,1.29694944639325
ordinary car,silver/grey,1.353,regular urban street,1,1,0,Salisbury,25-May-2017 12:41:00,1.00893607857319
ordinary car,white,1.558,regular urban street,1,1,0,Salisbury,25-May-2017 12:41:00,1.84760405650719
ordinary car,red,0.794,regular urban street,1,1,0,Salisbury,25-May-2017 12:41:00,0.663827289181221
ordinary car,silver/grey,1.424,regular residential street,1,1,0,Salisbury,25-May-2017 12:41:00,0.973301770421247
ordinary car,blue,2.467,regular residential street,1,1,0,Salisbury,25-May-2017 12:41:00,2.68976306289098
ordinary car,red,1.458,regular residential street,1,1,0,Salisbury,25-May-2017 12:41:00,1.20409464893509
ordinary car,red,1.402,regular residential street,1,1,0,Salisbury,25-May-2017 12:41:00,1.08595411657202
LGV/minibus,white,0.942,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,0.910438462717093
ordinary car,red,2.032,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,1.66000134577596
LGV/minibus,white,0.906,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,0.961546200470442
ordinary car,silver/grey,1.101,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,1.23259878045492
ordinary car,blue,1.371,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,1.09379681485927
ordinary car,red,1.54,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,1.428758432583
ordinary car,white,1.272,main road (regular),1,1,0,Salisbury,25-May-2017 12:41:00,1.32749109084882
HGV,blue,1.047,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.896528028107893
ordinary car,silver/grey,1.428,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.38579919588049
ordinary car,silver/grey,1.098,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.440061037303
SUV/pickup,blue,1.055,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.757585003642304
ordinary car,red,1.259,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.46565223167088
HGV,blue,0.913,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.830613470199976
ordinary car,red,1.522,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.29327933805779
LGV/minibus,blue,1.885,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,2.05921138518361
ordinary car,silver/grey,1.223,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.45212065442998
ordinary car,white,1.383,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.65840938135538
ordinary car,red,1.898,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,2.13213071650919
ordinary car,blue,1.999,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.67453788826995
ordinary car,silver/grey,1.671,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.53844677255576
ordinary car,black,1.565,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.45478691819222
HGV,red,1.354,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.31644973280558
ordinary car,blue,1.258,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.18116443772058
ordinary car,silver/grey,1.431,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.25300658403948
ordinary car,silver/grey,0.913,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.947544138439878
ordinary car,blue,1.048,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.954986437984928
ordinary car,blue,1.032,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.75418619928114
ordinary car,silver/grey,1.355,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.308203235988
ordinary car,red,1.413,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.0349650137802
LGV/minibus,white,1.035,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.53250381103464
LGV/minibus,white,1.169,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.942105001803112
ordinary car,silver/grey,1.574,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.47459297464106
LGV/minibus,white,1.636,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.39844945620798
PTW,other,0.814,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.697051699878721
HGV,red,1.885,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,2.20194036325848
HGV,blue,1.651,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.68781481637313
ordinary car,black,2.138,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,2.36956611525586
ordinary car,blue,1.516,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.89575899641494
SUV/pickup,blue,0.894,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.862747735614812
ordinary car,red,1.214,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.87702414495153
ordinary car,red,1.052,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,0.969557984906045
ordinary car,white,1.958,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.95643243688935
ordinary car,black,1.619,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.5365792058341
ordinary car,white,1.489,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,1.46595195506995
ordinary car,green,1.683,main road (regular),1,1,0,Salisbury,25-May-2017 12:53:00,2.06841642847605
ordinary car,green,1.704,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.986273546655
taxi,black,1.403,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.483437472339
SUV/pickup,red,0.971,one-way (one lane),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.3381935730723
ordinary car,silver/grey,2.371,one-way (two lanes),0,0.5,0,Salisbury,25-May-2017 16:29:00,2.58566556999165
ordinary car,red,1.784,one-way (two lanes),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.72210479639422
ordinary car,red,1.712,one-way (two lanes),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.45326217103016
ordinary car,silver/grey,1.703,one-way (two lanes),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.34309362654059
ordinary car,blue,1.526,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.06228498309712
ordinary car,silver/grey,2.16,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,2.10220707681249
ordinary car,blue,1.56,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.53938733975636
ordinary car,silver/grey,1.242,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.04031780783154
ordinary car,white,1.181,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,1.30156848967188
ordinary car,blue,2.038,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:29:00,2.3413114367041
ordinary car,black,1.171,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,0.932621839192581
ordinary car,black,1.029,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.08165820412596
LGV/minibus,other,1.688,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.69536920388797
ordinary car,silver/grey,1.297,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.26683349247199
ordinary car,blue,1.648,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.58711701012269
ordinary car,blue,1.323,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.47477550396148
ordinary car,red,1.608,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.48905357643719
ordinary car,blue,2.207,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,2.35590287265831
ordinary car,silver/grey,1.566,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.49740819050306
ordinary car,blue,1.281,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:29:00,1.14197407345266
ordinary car,white,1.683,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.46676103952592
LGV/minibus,white,1.378,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.61515094553543
LGV/minibus,white,1.353,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.30549564216827
ordinary car,green,1.072,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,0.996389129308199
ordinary car,silver/grey,1.472,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.38825850210671
ordinary car,black,1.858,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.60936443483445
taxi,black,1.244,regular urban street,0,0.5,0,Salisbury,25-May-2017 16:42:00,1.26746914261347
ordinary car,red,1.618,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.80400750087698
LGV/minibus,white,2.02,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.92257212705149
ordinary car,black,1.711,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.47347275810266
ordinary car,silver/grey,1.806,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.68173403104414
ordinary car,red,1.534,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.09406601635177
ordinary car,silver/grey,2.487,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,2.13556326151246
ordinary car,blue,2.124,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.73511786962777
ordinary car,blue,2.468,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,2.55351490045591
HGV,silver/grey,1.856,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,2.13057817832546
LGV/minibus,white,1.29,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,0.823762273867502
ordinary car,blue,1.236,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.41424825265605
ordinary car,silver/grey,1.219,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.52300703780401
ordinary car,red,1.289,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.37143962286317
LGV/minibus,white,1.656,main road (regular),0,0.5,0,Salisbury,25-May-2017 16:42:00,1.27515121366584
